Open,High,Low,Close,Adj Close,Volume
87.55,88.47,86.63,87.08,81.97,15479500
88.16,90.13,87.42,89.98,84.7,17536400
91.13,91.28,89.0,89.63,84.37,15141200
90.28,92.0,89.4,91.57,86.19,18047000
92.18,93.25,91.01,92.64,87.2,20353100
94.45,97.52,94.1,96.93,91.24,29825800
94.79,95.35,93.23,94.48,88.93,20793200
94.69,95.2,93.82,94.07,88.55,16722500
94.42,94.42,90.79,91.02,85.68,23580800
90.31,90.34,86.43,87.19,82.07,31821500
86.36,89.69,86.28,88.45,83.26,17408000
88.61,89.6,88.22,88.95,83.73,14458500
90.05,91.61,89.95,90.59,85.27,19083400
90.68,91.79,89.19,91.45,86.08,18302000
91.84,94.3,91.44,93.19,88.57,18797900
92.48,94.02,92.11,94.0,89.34,15058200
90.53,92.73,89.66,92.32,87.74,20755200
92.03,92.89,91.29,91.46,86.93,14038200
91.27,93.21,90.92,92.2,87.63,13678000
93.15,95.31,93.09,94.38,89.7,17770400
94.16,95.2,93.8,94.08,89.42,16128600
93.42,94.49,91.86,94.01,89.35,16019900
95.55,98.41,95.45,98.0,93.14,23764700
98.01,98.97,97.36,98.58,93.69,17050300
98.92,99.86,98.1,99.09,94.18,15305700
98.77,99.91,97.42,97.87,93.02,15531400
98.18,101.56,98.14,100.12,95.16,23059200
98.36,98.62,95.82,96.31,91.54,17086800
94.03,96.84,93.59,95.59,90.85,18340900
94.42,95.07,92.29,93.87,89.22,16423000
96.35,96.79,95.11,95.59,90.85,18206800
96.16,96.59,94.51,94.95,90.24,19201500
93.19,94.59,92.3,94.14,89.47,16274700
94.66,95.42,93.72,94.91,90.21,18759200
96.52,97.0,95.32,96.5,91.72,17158000
97.65,99.19,96.88,97.61,92.77,16118900
96.61,97.78,94.91,95.33,90.6,18229100
96.19,98.56,96.15,97.67,92.83,22655700
96.22,96.54,94.05,94.83,90.13,21092300
95.07,95.34,92.0,93.21,88.59,37874700
91.01,93.49,91.0,93.2,88.58,15342100
92.73,92.93,91.64,92.44,87.86,14712500
93.57,93.88,90.87,90.95,86.44,17332400
92.2,92.66,90.52,90.57,86.08,16139400
87.5,87.5,84.85,85.75,81.5,27738800
84.9,86.22,83.89,83.98,79.82,22043400
85.61,86.96,84.81,85.74,81.49,17307300
86.12,89.3,85.92,88.86,84.46,19543300
88.18,89.36,87.13,88.68,84.28,17896000
88.17,89.04,87.31,87.31,82.98,21357600
90.04,92.36,89.72,91.92,87.36,23881300
93.24,95.36,92.71,95.27,90.55,22133700
95.75,99.99,95.66,99.12,94.21,34857700
98.47,102.18,98.33,102.06,97.0,29124700
102.19,103.32,100.18,101.03,96.02,24507600
101.49,102.03,98.72,98.84,93.94,16786100
97.22,99.76,96.75,98.0,93.14,17804100
97.5,98.91,97.23,98.43,93.55,12635800
97.55,102.45,97.4,101.87,96.82,22019100
101.12,102.24,99.04,99.19,94.27,15222000
101.07,101.97,100.5,100.62,95.63,14283200
101.54,102.35,99.23,100.8,95.8,14065400
101.25,103.99,101.23,103.79,98.65,20921700
104.32,105.0,103.41,103.93,98.78,17649000
104.45,106.4,103.91,105.86,100.61,22814100
105.66,107.68,105.12,106.6,101.32,17024200
106.41,107.33,105.07,105.88,100.63,15719800
106.26,107.83,106.0,107.14,101.83,17383800
108.41,109.58,107.42,107.55,102.22,18214000
109.46,111.21,108.12,110.7,105.21,28169400
109.5,112.91,109.44,110.81,105.32,26401800
112.37,112.57,110.65,111.91,106.36,22213100
111.58,112.1,109.31,109.61,104.18,20654200
108.58,111.82,108.31,111.1,105.59,17103700
113.0,113.5,110.8,112.31,106.74,17541500
112.41,113.99,112.13,113.64,108.01,16008000
113.48,114.66,112.6,114.0,108.35,14661000
113.1,113.28,108.57,108.9,103.5,19522800
110.19,110.7,107.57,110.5,105.02,20146700
112.58,114.5,112.49,113.95,108.3,20518900
112.63,114.64,112.49,113.37,108.62,20858300
113.8,114.53,112.87,114.13,109.35,19373800
113.44,114.26,111.86,112.91,108.18,13591000
111.29,113.2,110.75,113.06,108.32,12425900
110.9,112.48,109.61,112.08,107.38,15415000
109.99,111.2,107.48,110.97,106.32,20973000
112.21,114.47,111.43,114.18,109.39,17719100
112.32,113.95,112.1,113.61,108.85,11546700
113.88,114.61,113.06,113.21,108.46,7136000
110.66,111.46,109.62,109.81,105.21,23015500
110.61,111.8,109.79,110.54,105.91,14453200
