Date,Symbol,Adj Close,Close,High,Low,Open,Volume
2023-02-03,NTRS,96.41320037841797,98.16999816894531,99.0199966430664,96.36000061035156,97.02999877929688,1033800.0
2023-02-06,NTRS,95.71590423583984,97.45999908447266,97.83999633789062,96.8499984741211,96.9800033569336,754300.0
2023-02-07,NTRS,97.62118530273438,99.4000015258789,99.7300033569336,96.66000366210938,96.87000274658203,878400.0
2023-02-08,NTRS,96.38373565673828,98.13999938964844,99.87000274658203,97.80999755859375,98.0999984741211,1036900.0
2023-02-09,NTRS,95.8533935546875,97.5999984741211,99.3499984741211,97.47000122070312,99.06999969482422,905800.0
2023-02-10,NTRS,96.0694580078125,97.81999969482422,97.83999633789062,96.2699966430664,96.77999877929688,777900.0
2023-02-13,NTRS,97.27745819091797,99.05000305175781,99.13999938964844,97.19999694824219,97.7300033569336,988700.0
2023-02-14,NTRS,95.5882339477539,97.33000183105469,98.75,96.8499984741211,98.75,924800.0
2023-02-15,NTRS,95.31324005126953,97.05000305175781,97.25,96.2300033569336,96.26000213623047,633400.0
2023-02-16,NTRS,94.00704956054688,95.72000122070312,96.4800033569336,95.2300033569336,95.83000183105469,673600.0
2023-02-17,NTRS,94.97932434082031,96.70999908447266,96.70999908447266,94.93000030517578,95.33000183105469,624300.0
2023-02-21,NTRS,92.36692810058594,94.05000305175781,95.91999816894531,93.4800033569336,95.19999694824219,780700.0
2023-02-22,NTRS,92.28836059570312,93.97000122070312,94.70999908447266,93.16999816894531,94.41000366210938,811400.0
2023-02-23,NTRS,91.78749084472656,93.45999908447266,94.94999694824219,92.44999694824219,94.30999755859375,717500.0
2023-02-24,NTRS,91.74819946289062,93.41999816894531,93.7300033569336,92.31999969482422,92.66000366210938,688800.0
2023-02-27,NTRS,92.56334686279297,94.25,94.80999755859375,93.66999816894531,94.55000305175781,1041500.0
2023-02-28,NTRS,93.56509399414062,95.2699966430664,95.79000091552734,93.83999633789062,94.33000183105469,1282400.0
2023-03-01,NTRS,92.73030090332031,94.41999816894531,95.05999755859375,93.91000366210938,94.12999725341797,785700.0
2023-03-02,NTRS,91.28661346435547,92.94999694824219,93.52999877929688,91.94999694824219,93.5,814600.0
2023-03-03,NTRS,93.28028869628906,94.9800033569336,95.06999969482422,92.83000183105469,93.4800033569336,800000.0
2023-03-06,NTRS,93.60437774658203,95.30999755859375,95.56999969482422,94.5199966430664,95.05999755859375,933200.0
2023-03-07,NTRS,90.96251678466797,92.62000274658203,95.81999969482422,91.33999633789062,95.41999816894531,1808800.0
2023-03-08,NTRS,91.17857360839844,92.83999633789062,93.19000244140625,92.0199966430664,92.30999755859375,954700.0
2023-03-09,NTRS,86.04985046386719,86.91000366210938,92.37000274658203,86.2699966430664,91.80000305175781,2004000.0
2023-03-10,NTRS,84.07954406738281,84.91999816894531,87.4800033569336,81.54000091552734,84.91000366210938,2627100.0
2023-03-13,NTRS,81.3963623046875,82.20999908447266,84.91999816894531,81.54000091552734,83.0199966430664,2541000.0
2023-03-14,NTRS,85.41617584228516,86.2699966430664,86.44000244140625,83.5,85.1500015258789,2909100.0
2023-03-15,NTRS,83.77261352539062,84.61000061035156,85.08000183105469,82.93000030517578,83.69000244140625,1916800.0
2023-03-16,NTRS,84.77261352539062,85.62000274658203,86.52999877929688,82.83999633789062,84.3499984741211,1125100.0
2023-03-17,NTRS,80.9211196899414,81.7300033569336,84.76000213623047,81.33000183105469,84.76000213623047,3615100.0
2023-03-20,NTRS,83.45578002929688,84.29000091552734,85.18000030517578,82.91999816894531,83.38999938964844,1247800.0
2023-03-21,NTRS,86.38648223876953,87.25,87.83000183105469,86.58000183105469,86.58000183105469,921300.0
2023-03-22,NTRS,82.95082092285156,83.77999877929688,87.22000122070312,83.6500015258789,87.22000122070312,1135100.0
2023-03-23,NTRS,82.39636993408203,83.22000122070312,85.0,82.91999816894531,83.69000244140625,977800.0
2023-03-24,NTRS,82.60428619384766,83.43000030517578,83.44999694824219,80.62000274658203,81.4000015258789,1102900.0
2023-03-27,NTRS,84.05973815917969,84.9000015258789,85.80000305175781,83.91000366210938,85.51000213623047,875900.0
2023-03-28,NTRS,84.11914825439453,84.95999908447266,85.7699966430664,84.4800033569336,84.91000366210938,537400.0
2023-03-29,NTRS,86.19835662841797,87.05999755859375,87.11000061035156,85.87999725341797,86.08000183105469,742400.0
2023-03-30,NTRS,85.89143371582031,86.75,88.5199966430664,85.55999755859375,88.12999725341797,1034700.0
2023-03-31,NTRS,87.25776672363281,88.12999725341797,88.26000213623047,86.5199966430664,87.58000183105469,1048700.0
2023-04-03,NTRS,86.8518295288086,87.72000122070312,88.83999633789062,86.83999633789062,87.88999938964844,1107100.0
2023-04-04,NTRS,86.13895416259766,87.0,88.06999969482422,86.41000366210938,87.5999984741211,911800.0
2023-04-05,NTRS,86.67361450195312,87.54000091552734,87.9000015258789,86.0,86.27999877929688,743000.0
2023-04-06,NTRS,85.87163543701172,86.7300033569336,88.05999755859375,86.36000061035156,87.7300033569336,1989800.0
2023-04-10,NTRS,86.87162780761719,87.73999786376953,88.45999908447266,86.87000274658203,87.5,1003400.0
2023-04-11,NTRS,89.04985809326172,89.94000244140625,90.52999877929688,87.69999694824219,88.27999877929688,1003600.0
2023-04-12,NTRS,88.03005981445312,88.91000366210938,90.58999633789062,88.1500015258789,90.44000244140625,942800.0
2023-04-13,NTRS,88.33698272705078,89.22000122070312,89.5,88.30000305175781,89.0,765100.0
2023-04-14,NTRS,87.04985046386719,87.91999816894531,90.30000305175781,87.43000030517578,90.08000183105469,1158400.0
2023-04-17,NTRS,84.87162780761719,85.72000122070312,85.93000030517578,81.0,84.5,2786600.0
2023-04-18,NTRS,85.13894653320312,85.98999786376953,86.31999969482422,84.37000274658203,86.31999969482422,1781600.0
2023-04-19,NTRS,86.1290512084961,86.98999786376953,87.26000213623047,85.37000274658203,85.52999877929688,752300.0
2023-04-20,NTRS,85.01023864746094,85.86000061035156,86.86000061035156,85.4800033569336,86.11000061035156,948300.0
2023-04-21,NTRS,84.4557876586914,85.30000305175781,85.52999877929688,84.33000183105469,85.52999877929688,950900.0
2023-04-24,NTRS,85.2775650024414,86.12999725341797,86.48999786376953,85.47000122070312,85.62999725341797,924900.0
2023-04-25,NTRS,77.3864517211914,78.16000366210938,84.66999816894531,76.94000244140625,84.0,3211700.0
2023-04-26,NTRS,75.72307586669922,76.4800033569336,78.61000061035156,75.97000122070312,77.22000122070312,1653300.0
2023-04-27,NTRS,76.26763153076172,77.02999877929688,77.5999984741211,76.06999969482422,77.16000366210938,1529800.0
2023-04-28,NTRS,77.3864517211914,78.16000366210938,78.2300033569336,76.19000244140625,76.62999725341797,1477500.0
2023-05-01,NTRS,76.26763153076172,77.02999877929688,78.56999969482422,77.0,78.27999877929688,1605900.0
2023-05-02,NTRS,73.87158203125,74.61000061035156,76.55999755859375,73.5199966430664,76.55999755859375,1704800.0
2023-05-03,NTRS,72.47553253173828,73.19999694824219,75.4000015258789,73.0,74.52999877929688,1202600.0
2023-05-04,NTRS,70.89137268066406,71.5999984741211,72.70999908447266,70.62999725341797,72.20999908447266,1952300.0
2023-05-05,NTRS,72.30722045898438,73.02999877929688,73.62000274658203,72.41000366210938,73.0999984741211,1685800.0
2023-05-08,NTRS,72.29731750488281,73.0199966430664,74.12000274658203,72.63999938964844,73.58999633789062,941300.0
2023-05-09,NTRS,71.426025390625,72.13999938964844,72.52999877929688,71.61000061035156,72.27999877929688,925400.0
2023-05-10,NTRS,70.70325469970703,71.41000366210938,73.19000244140625,71.08999633789062,72.98999786376953,937100.0
2023-05-11,NTRS,69.82205963134766,70.5199966430664,71.3499984741211,70.1500015258789,70.61000061035156,1619200.0
2023-05-12,NTRS,69.23789978027344,69.93000030517578,71.30999755859375,69.54000091552734,71.20999908447266,1047900.0
2023-05-15,NTRS,70.13888549804688,70.83999633789062,71.48999786376953,70.0,70.1500015258789,890200.0
2023-05-16,NTRS,68.9606704711914,69.6500015258789,70.69000244140625,69.5999984741211,70.30999755859375,1005400.0
2023-05-17,NTRS,71.39632415771484,72.11000061035156,72.37000274658203,70.22000122070312,70.5199966430664,1809800.0
2023-05-18,NTRS,72.1686019897461,72.88999938964844,73.0,71.2699966430664,71.77999877929688,871000.0
2023-05-19,NTRS,71.48542785644531,72.19999694824219,73.55000305175781,71.91999816894531,73.2300033569336,940600.0
2023-05-22,NTRS,72.30722045898438,73.02999877929688,73.43000030517578,72.05000305175781,72.44000244140625,888000.0
2023-05-23,NTRS,72.2280044555664,72.94999694824219,74.0,72.54000091552734,72.72000122070312,1054300.0
2023-05-24,NTRS,70.64384460449219,71.3499984741211,72.58999633789062,71.1500015258789,72.55000305175781,768700.0
2023-05-25,NTRS,71.06958770751953,71.77999877929688,71.93000030517578,70.80000305175781,70.94000244140625,933900.0
2023-05-26,NTRS,71.90127563476562,72.62000274658203,72.81999969482422,71.41999816894531,71.58999633789062,710700.0
2023-05-30,NTRS,72.45573425292969,73.18000030517578,73.58000183105469,71.83999633789062,72.79000091552734,819200.0
2023-05-31,NTRS,71.20819854736328,71.91999816894531,72.48999786376953,71.11000061035156,72.30999755859375,1987900.0
2023-06-01,NTRS,72.31712341308594,73.04000091552734,73.33999633789062,71.73999786376953,71.88999938964844,1039700.0
2023-06-02,NTRS,74.43594360351562,75.18000030517578,75.87000274658203,74.04000091552734,74.47000122070312,1513000.0
2023-06-05,NTRS,73.61415100097656,74.3499984741211,75.38999938964844,73.45999908447266,75.0999984741211,891200.0
2023-06-06,NTRS,74.81217956542969,75.55999755859375,76.41999816894531,74.19999694824219,74.26000213623047,1103800.0
2023-06-07,NTRS,75.02999877929688,75.77999877929688,76.11000061035156,74.72000122070312,75.68000030517578,1467400.0
