symbol,name,sector_code,sub_industry_code,exchange_code,asset_type,country_code,data_source, note_1
TT,Trane Technologies plc - Class A,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
TTWO,Take-Two Interactive Software Inc,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
TXN,Texas Instruments Inc,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
TXT,Textron Inc,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
TYL,Tyler Technologies Inc,45,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
UAL,United Airlines Holdings Inc,20,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
UDR,UDR Inc,60,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
UHS,Universal Health Services Inc - Class B,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
ULTA,Ulta Beauty Inc,25,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
UNH,Unitedhealth Group Inc,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
UNP,Union Pacific Corp,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
UPS,United Parcel Service Inc - Class B,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
URI,United Rentals Inc,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
USB,U.S. Bancorp.,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
V,Visa Inc - Class A,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
VFC,VF Corp,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
VICI,VICI Properties Inc,60,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
VLO,Valero Energy Corp,10,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
VMC,Vulcan Materials Company,15,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
VRSK,Verisk Analytics Inc,20,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
VRSN,Verisign Inc,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
VRTX,Vertex Pharmaceuticals Inc,35,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
VTR,Ventas Inc,60,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
VTRS,Viatris Inc,35,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
VZ,Verizon Communications Inc,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
WAT,Waters Corp,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
WBA,Walgreens Boots Alliance Inc,30,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
WBD,Warner Bros. Discovery Inc - Class A,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
WDC,Western Digital Corp,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
WEC,WEC Energy Group Inc,55,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
WELL,Welltower Inc,60,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
WFC,Wells Fargo & Company,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
WHR,Whirlpool Corp,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
WM,Waste Management Inc,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
WMB,Williams Cos Inc,10,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
WMT,Walmart Inc,30,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
WRB,W.R. Berkley Corp,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
WRK,WestRock Company,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
WST,West Pharmaceutical Services Inc,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
WTW,Willis Towers Watson Public Ltd Company,40,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
WY,Weyerhaeuser Company,60,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
WYNN,Wynn Resorts Ltd,25,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
XEL,Xcel Energy Inc,55,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
XOM,Exxon Mobil Corp,10,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
XRAY,DENTSPLY Sirona Inc,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
XYL,Xylem Inc,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
YUM,Yum Brands Inc,25,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
ZBH,Zimmer Biomet Holdings Inc,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
ZBRA,Zebra Technologies Corp - Class A,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
ZION,Zions Bancorporation N.A,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
ZTS,Zoetis Inc - Class A,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
SPY,SPDR S&P 500 ETF Trust (SPY),SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NYSE,ETF,US,YFINANCE,BENCHMARK
