symbol,name,sector_code,sub_industry_code,exchange_code,asset_type,country_code,data_source, note_1
HOLX,Hologic Inc,35,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
HON,Honeywell International Inc,20,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
HPE,Hewlett Packard Enterprise Company,45,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
HPQ,HP Inc,45,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
HRL,Hormel Foods Corp,30,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
HSIC,Henry Schein Inc,35,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
HST,Host Hotels & Resorts Inc,60,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
HSY,Hershey Company,30,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
HUM,Humana Inc,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
HWM,Howmet Aerospace Inc,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
IBM,International Business Machines Corp,45,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
ICE,Intercontinental Exchange Inc,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
IDXX,Idexx Laboratories Inc,35,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
IEX,Idex Corporation,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
IFF,International Flavors & Fragrances Inc,15,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
ILMN,Illumina Inc,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
INCY,Incyte Corp,35,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
INTC,Intel Corp,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
INTU,Intuit Inc,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
INVH,Invitation Homes Inc,60,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
IP,International Paper Company,15,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
IPG,Interpublic Group Of Cos. Inc,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
IQV,IQVIA Holdings Inc,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
IR,Ingersoll-Rand Inc,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
IRM,Iron Mountain Inc,60,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
ISRG,Intuitive Surgical Inc,35,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
IT,Gartner Inc,45,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
ITW,Illinois Tool Works Inc,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
IVZ,Invesco Ltd,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
J,Jacobs Solutions Inc,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
JBHT,J.B. Hunt Transport Services Inc,20,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
JCI,Johnson Controls International plc,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
JKHY,Jack Henry & Associates Inc,40,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
JNJ,Johnson & Johnson,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
JNPR,Juniper Networks Inc,45,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
JPM,JPMorgan Chase & Company,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
K,Kellanova Company,30,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
KDP,Keurig Dr Pepper Inc,30,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
KEY,Keycorp,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
KEYS,Keysight Technologies Inc,45,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
KHC,Kraft Heinz Company,30,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
KIM,Kimco Realty Corporation,60,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
KLAC,KLA Corp,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
KMB,Kimberly-Clark Corp,30,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
KMI,Kinder Morgan Inc - Class P,10,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
KMX,Carmax Inc,25,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
KO,Coca-Cola Company,30,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
KR,Kroger Company,30,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
L,Loews Corp,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
LDOS,Leidos Holdings Inc,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
LEN,Lennar Corp - Class A,25,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
LH,Laboratory Corp Of America Holdings,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
LHX,L3Harris Technologies Inc,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
LIN,Linde Plc.,15,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
LKQ,LKQ Corp,25,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
LLY,Lilly(Eli) & Company,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
LMT,Lockheed Martin Corp,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
LNC,Lincoln National Corp,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
LNT,Alliant Energy Corp,55,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
LOW,Lowe`s Cos. Inc,25,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
LRCX,Lam Research Corp,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
LUV,Southwest Airlines Company,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
LVS,Las Vegas Sands Corp,25,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
LW,Lamb Weston Holdings Inc,30,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
LYB,LyondellBasell Industries NV - Class A,15,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
LYV,Live Nation Entertainment Inc,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MA,Mastercard Incorporated - Class A,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MAA,Mid-America Apartment Communities Inc,60,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MAR,Marriott International Inc - Class A,25,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
MAS,Masco Corp,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MCD,McDonald`s Corp,25,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MCHP,Microchip Technology Inc,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
MCK,Mckesson Corporation,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MCO,Moody`s Corp,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MDLZ,Mondelez International Inc - Class A,30,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
MDT,Medtronic Plc,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MET,Metlife Inc,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
META,Meta Platforms Inc - Class A,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
MGM,MGM Resorts International,25,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MHK,Mohawk Industries Inc,25,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MKC,McCormick & Co. Inc (Non Voting),30,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MKTX,MarketAxess Holdings Inc,40,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
MLM,Martin Marietta Materials Inc,15,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MMC,Marsh & McLennan Cos. Inc,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MMM,3M Company,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MNST,Monster Beverage Corp,30,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
MO,Altria Group Inc,30,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MOH,Molina Healthcare Inc,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MOS,Mosaic Company,15,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MPC,Marathon Petroleum Corp,10,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MPWR,Monolithic Power System Inc,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
MRK,Merck & Co Inc,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MRNA,Moderna Inc,35,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
MRO,Marathon Oil Corporation,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MS,Morgan Stanley,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MSCI,MSCI Inc,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MSFT,Microsoft Corporation,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
MSI,Motorola Solutions Inc,45,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MTB,M & T Bank Corp,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MTCH,Match Group Inc - New,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
MTD,Mettler-Toledo International Inc,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
MU,Micron Technology Inc,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
NCLH,Norwegian Cruise Line Holdings Ltd,25,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
NDAQ,Nasdaq Inc - 144A,40,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
NDSN,Nordson Corp,20,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
NEE,NextEra Energy Inc,55,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
NEM,Newmont Corp,15,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
NFLX,Netflix Inc,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
NI,NiSource Inc,55,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
NKE,Nike Inc - Class B,25,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
NOC,Northrop Grumman Corp,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
NOW,ServiceNow Inc,45,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
NRG,NRG Energy Inc,55,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
NSC,Norfolk Southern Corp,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
NTAP,Netapp Inc,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
NTRS,Northern Trust Corp,40,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
NUE,Nucor Corp,15,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
NVDA,NVIDIA Corp,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
NVR,NVR Inc,25,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
NWL,Newell Brands Inc,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
NWS,News Corp - Class B,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
NWSA,News Corp - Class A,,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
NXPI,NXP Semiconductors NV,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
O,Realty Income Corp,60,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
ODFL,Old Dominion Freight Line Inc,20,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
OGN,Organon & Company,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
OKE,Oneok Inc,10,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
OMC,Omnicom Group Inc,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
ON,ON Semiconductor Corp,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
ORCL,Oracle Corp,45,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
ORLY,O`Reilly Automotive Inc,25,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
OTIS,Otis Worldwide Corp,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
OXY,Occidental Petroleum Corp,10,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PARA,Paramount Global - Class B,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
PAYC,Paycom Software Inc,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PAYX,Paychex Inc,20,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
PCAR,Paccar Inc,20,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
PCG,PG&E Corp,55,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PEAK,Healthpeak OP LLC,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PEG,Public Service Enterprise Group Inc,55,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PEP,PepsiCo Inc,30,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
PFE,Pfizer Inc,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PFG,Principal Financial Group Inc,40,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
PG,Procter & Gamble Company,30,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PGR,Progressive Corp,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PH,Parker-Hannifin Corp,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PHM,PulteGroup Inc,25,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PKG,Packaging Corp Of America,15,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PLD,Prologis Inc,60,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PM,Philip Morris International Inc,30,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PNC,PNC Financial Services Group Inc,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PNR,Pentair plc,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PNW,Pinnacle West Capital Corp,55,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PODD,Insulet Corporation,35,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
POOL,Pool Corporation,25,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
PPG,PPG Industries Inc,15,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PPL,PPL Corp,55,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PRU,Prudential Financial Inc,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PSA,Public Storage.,60,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PSX,Phillips 66,10,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PTC,PTC Inc,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
PWR,Quanta Services Inc,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PXD,Pioneer Natural Resources Company,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
PYPL,PayPal Holdings Inc,40,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
QCOM,Qualcomm Inc,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
QRVO,Qorvo Inc,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
RCL,Royal Caribbean Group,25,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
REG,Regency Centers Corporation,60,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
REGN,Regeneron Pharmaceuticals Inc,35,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
RF,Regions Financial Corp,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
RHI,Robert Half Inc,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
RJF,Raymond James Financial Inc,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
RL,Ralph Lauren Corp - Class A,25,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
RMD,Resmed Inc,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
ROK,Rockwell Automation Inc,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
ROL,Rollins Inc,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
ROP,Roper Technologies Inc,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
ROST,Ross Stores Inc,25,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
RSG,Republic Services Inc,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
RTX,RTX Corp,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
RVTY,Revvity Inc,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
SBAC,SBA Communications Corp - Class A,60,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
SBUX,Starbucks Corp,25,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
SCHW,Charles Schwab Corp,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
SEDG,Solaredge Technologies Inc,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
SEE,Sealed Air Corp,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
SHW,Sherwin-Williams Company,15,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
SJM,J.M. Smucker Company,30,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
SLB,SLB,10,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
SNA,Snap-on Inc,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
SNPS,Synopsys Inc,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
SO,Southern Company,55,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
SPG,Simon Property Group Inc,60,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
SPGI,S&P Global Inc,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
SRE,Sempra,55,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
STE,Steris Plc,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
STLD,Steel Dynamics Inc,15,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
STT,State Street Corp,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
STX,Seagate Technology Holdings Plc,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
STZ,Constellation Brands Inc - Class A,30,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
SWK,Stanley Black & Decker Inc,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
SWKS,Skyworks Solutions Inc,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
SYF,Synchrony Financial,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
SYK,Stryker Corp,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
SYY,Sysco Corp,30,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
T,AT&T Inc,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
TAP,Molson Coors Beverage Company - Class B,30,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
TDG,Transdigm Group Incorporated,20,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
TDY,Teledyne Technologies Inc,45,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
TECH,Bio-Techne Corp,35,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
TEL,TE Connectivity Ltd,45,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
TER,Teradyne Inc,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
TFC,Truist Financial Corporation,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
TFX,Teleflex Incorporated,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
TGT,Target Corp,30,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
TJX,TJX Companies Inc,25,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
TMO,Thermo Fisher Scientific Inc,35,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
TMUS,T-Mobile US Inc,SECTOR_CODE_XXX,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
TPR,Tapestry Inc,25,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
TRGP,Targa Resources Corp,10,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
TRMB,Trimble Inc,45,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
TROW,T. Rowe Price Group Inc,40,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
TRV,Travelers Companies Inc,40,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
TSCO,Tractor Supply Company,25,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
TSLA,Tesla Inc,25,SUB_INDUSTRY_CODE_XXX,NASDAQ,STOCK,US,YFINANCE,SP500
TSN,Tyson Foods Inc - Class A,30,SUB_INDUSTRY_CODE_XXX,NYSE,STOCK,US,YFINANCE,SP500
