Date,Symbol,Open,High,Low,Close,Volume
2023-01-03,PYPL,73.69000244140625,75.26000213623047,73.37999725341797,74.58000183105469,27974200
2023-01-04,PYPL,76.11000061035156,78.4800033569336,75.43000030517578,77.69000244140625,19144700
2023-01-05,PYPL,77.30000305175781,77.31999969482422,75.6500015258789,76.2699966430664,11113800
2023-01-06,PYPL,76.7699966430664,77.05999755859375,73.94999694824219,76.4800033569336,14167900
2023-01-09,PYPL,77.0,78.76499938964844,76.52999877929688,77.08000183105469,12966100
2023-01-10,PYPL,76.9000015258789,78.0199966430664,76.5,77.91999816894531,10436000
2023-01-11,PYPL,78.66999816894531,79.19000244140625,77.81999969482422,78.54000091552734,10640400
2023-01-12,PYPL,79.01000213623047,80.30000305175781,77.0999984741211,79.77999877929688,9381900
2023-01-13,PYPL,78.5250015258789,79.80899810791016,78.02999877929688,79.4800033569336,8624700
2023-01-17,PYPL,80.13999938964844,80.66500091552734,78.87999725341797,80.18000030517578,11261800
2023-01-18,PYPL,79.80000305175781,80.75,77.12100219726562,77.30999755859375,13601900
2023-01-19,PYPL,76.26100158691406,77.41999816894531,75.95999908447266,76.75,10023400
2023-01-20,PYPL,77.01200103759766,79.0999984741211,75.9000015258789,79.08999633789062,12193200
2023-01-23,PYPL,77.83000183105469,79.72000122070312,76.66000366210938,79.5,17407300
2023-01-24,PYPL,79.37999725341797,80.38999938964844,78.11000061035156,79.58000183105469,9491300
2023-01-25,PYPL,78.55999755859375,79.55000305175781,77.30000305175781,79.0999984741211,9463400
2023-01-26,PYPL,80.08000183105469,80.9000015258789,78.55599975585938,80.80999755859375,10566000
2023-01-27,PYPL,80.55999755859375,82.53500366210938,80.31999969482422,81.83000183105469,10889100
2023-01-30,PYPL,80.87000274658203,81.36000061035156,79.53500366210938,79.63999938964844,10301000
2023-01-31,PYPL,79.69999694824219,82.47000122070312,79.61000061035156,81.48999786376953,15730300
2023-02-01,PYPL,81.33999633789062,83.5999984741211,79.58000183105469,82.91000366210938,13221600
2023-02-02,PYPL,86.72000122070312,88.625,84.6500015258789,86.95999908447266,16906600
2023-02-03,PYPL,85.38999938964844,87.83999633789062,85.19999694824219,85.5199966430664,14786900
2023-02-06,PYPL,83.33000183105469,83.80000305175781,82.13500213623047,82.33000183105469,14175900
2023-02-07,PYPL,82.05999755859375,83.66999816894531,80.822998046875,83.2300033569336,13520800
2023-02-08,PYPL,82.3499984741211,82.61000061035156,79.62000274658203,79.72000122070312,13569300
2023-02-09,PYPL,81.7300033569336,81.80000305175781,78.09500122070312,78.41999816894531,25473900
2023-02-10,PYPL,79.37000274658203,82.8499984741211,78.5999984741211,80.80000305175781,37521000
2023-02-13,PYPL,80.6500015258789,80.70999908447266,78.44000244140625,79.44999694824219,15898500
2023-02-14,PYPL,79.0,79.37300109863281,76.30000305175781,77.26000213623047,18802000
2023-02-15,PYPL,76.52999877929688,78.79000091552734,76.05000305175781,77.91000366210938,14494600
2023-02-16,PYPL,76.87000274658203,78.72000122070312,76.54000091552734,76.7300033569336,11461800
2023-02-17,PYPL,76.19999694824219,76.33000183105469,73.58999633789062,74.66000366210938,15855700
2023-02-21,PYPL,73.70999908447266,75.56999969482422,73.68199920654297,75.23999786376953,14537400
2023-02-22,PYPL,75.36000061035156,76.27999877929688,74.88500213623047,75.4800033569336,9526700
2023-02-23,PYPL,75.88999938964844,76.27999877929688,73.6259994506836,75.19000244140625,9292000
2023-02-24,PYPL,73.5,74.02999877929688,72.9800033569336,73.55000305175781,12317700
2023-02-27,PYPL,74.31999969482422,74.56500244140625,73.45999908447266,73.7699966430664,8579300
2023-02-28,PYPL,73.52999877929688,74.33999633789062,73.12999725341797,73.5999984741211,8607400
2023-03-01,PYPL,73.62999725341797,74.22000122070312,73.25,73.81999969482422,7699600
2023-03-02,PYPL,72.6240005493164,74.37000274658203,72.5999984741211,74.0999984741211,7729100
2023-03-03,PYPL,74.16000366210938,76.31999969482422,74.08999633789062,76.29000091552734,10040000
2023-03-06,PYPL,76.94000244140625,77.76000213623047,76.36000061035156,76.77999877929688,9608600
2023-03-07,PYPL,76.54000091552734,77.37999725341797,74.79000091552734,74.91000366210938,9680400
2023-03-08,PYPL,75.16000366210938,76.19999694824219,74.3499984741211,75.83999633789062,9467900
2023-03-09,PYPL,76.95999908447266,79.26499938964844,75.7249984741211,75.93000030517578,17398200
2023-03-10,PYPL,75.94000244140625,75.94000244140625,73.0999984741211,73.43000030517578,13123800
2023-03-13,PYPL,72.62200164794922,73.97000122070312,71.08599853515625,72.61000061035156,14049000
2023-03-14,PYPL,74.07499694824219,74.66999816894531,72.67500305175781,73.23999786376953,12491500
2023-03-15,PYPL,72.11000061035156,73.94000244140625,71.7699966430664,73.91000366210938,10548700
2023-03-16,PYPL,73.43499755859375,74.50499725341797,72.5199966430664,74.3499984741211,11641700
2023-03-17,PYPL,73.94999694824219,75.06500244140625,72.47799682617188,72.98999786376953,27210400
2023-03-20,PYPL,73.0,74.13999938964844,72.0199966430664,73.20999908447266,16888500
2023-03-21,PYPL,74.13999938964844,76.83999633789062,74.06999969482422,76.72000122070312,12327600
2023-03-22,PYPL,76.86000061035156,77.11499786376953,74.23999786376953,74.33999633789062,11641300
2023-03-23,PYPL,72.94999694824219,74.51000213623047,71.70999908447266,72.55999755859375,18567600
2023-03-24,PYPL,71.91999816894531,73.9000015258789,71.52999877929688,73.87999725341797,9176200
2023-03-27,PYPL,74.81500244140625,75.16999816894531,73.18000030517578,73.30000305175781,11908900
2023-03-28,PYPL,73.0999984741211,73.58999633789062,71.86000061035156,72.69999694824219,9252400
2023-03-29,PYPL,73.20999908447266,74.30000305175781,73.0,74.18000030517578,8746700
2023-03-30,PYPL,74.93000030517578,75.18000030517578,73.9000015258789,74.38999938964844,8429800
2023-03-31,PYPL,74.51000213623047,76.02999877929688,74.12000274658203,75.94000244140625,8378600
2023-04-03,PYPL,75.625,75.91999816894531,74.70500183105469,75.29000091552734,8911700
2023-04-04,PYPL,75.45999908447266,75.69000244140625,74.7300033569336,75.26000213623047,8949100
2023-04-05,PYPL,75.11000061035156,75.11000061035156,73.11499786376953,73.61000061035156,10812700
2023-04-06,PYPL,73.2699966430664,75.0,72.27999877929688,74.95999908447266,10524500
2023-04-10,PYPL,74.45999908447266,74.8550033569336,73.45999908447266,74.5199966430664,7591800
2023-04-11,PYPL,76.02999877929688,76.44000244140625,73.20999908447266,73.58000183105469,14190900
2023-04-12,PYPL,73.94000244140625,75.69999694824219,73.3499984741211,73.5,10422300
2023-04-13,PYPL,73.70999908447266,75.55999755859375,73.55999755859375,75.5199966430664,8724100
2023-04-14,PYPL,75.19999694824219,76.73500061035156,75.1500015258789,76.52999877929688,8902700
2023-04-17,PYPL,76.83499908447266,77.94999694824219,76.55000305175781,77.33000183105469,9717600
2023-04-18,PYPL,77.70999908447266,77.94000244140625,76.20999908447266,76.41999816894531,7558900
2023-04-19,PYPL,75.30000305175781,75.94000244140625,74.0999984741211,75.31999969482422,8888300
2023-04-20,PYPL,74.4000015258789,74.97000122070312,73.47000122070312,73.58000183105469,8847600
2023-04-21,PYPL,73.4000015258789,74.23999786376953,72.91999816894531,74.18000030517578,8591100
