Date,Symbol,Open,High,Low,Close,Volume
2023-01-03,STZ,232.0,234.1999969482422,226.3800048828125,227.60000610351562,1723200
2023-01-04,STZ,227.69000244140625,234.5,227.05999755859375,231.16000366210938,1548500
2023-01-05,STZ,224.1300048828125,224.89999389648438,208.1199951171875,208.67999267578125,4690500
2023-01-06,STZ,210.6999969482422,216.24000549316406,208.4499969482422,214.22999572753906,4220200
2023-01-09,STZ,214.66000366210938,219.39999389648438,214.41000366210938,215.50999450683594,3034900
2023-01-10,STZ,218.22000122070312,222.39999389648438,218.02999877929688,220.0,2899600
2023-01-11,STZ,221.6699981689453,223.82000732421875,220.30999755859375,222.63999938964844,2312800
2023-01-12,STZ,222.11000061035156,223.4600067138672,220.24000549316406,223.19000244140625,2054500
2023-01-13,STZ,223.1999969482422,226.44000244140625,221.82000732421875,225.0,2675600
2023-01-17,STZ,224.02000427246094,226.83999633789062,223.38999938964844,223.77999877929688,1649500
2023-01-18,STZ,222.44000244140625,223.6699981689453,218.36000061035156,219.60000610351562,1843600
2023-01-19,STZ,219.66000366210938,220.7100067138672,214.00999450683594,216.58999633789062,2341300
2023-01-20,STZ,217.80999755859375,220.99000549316406,217.25999450683594,220.8800048828125,1641200
2023-01-23,STZ,220.77000427246094,224.88999938964844,219.9600067138672,224.0,1450800
2023-01-24,STZ,222.19000244140625,228.24000549316406,222.19000244140625,227.5,1966800
2023-01-25,STZ,225.7100067138672,228.9600067138672,224.3300018310547,228.92999267578125,1069300
2023-01-26,STZ,230.0,230.0,227.6999969482422,228.5,1194700
2023-01-27,STZ,228.4199981689453,230.1699981689453,225.8800048828125,228.7899932861328,1304500
2023-01-30,STZ,228.2100067138672,230.86000061035156,226.0800018310547,226.36000061035156,1668800
2023-01-31,STZ,228.22999572753906,231.5800018310547,225.44000244140625,231.52000427246094,1502200
2023-02-01,STZ,231.0,233.75999450683594,230.80999755859375,233.58999633789062,1280700
2023-02-02,STZ,233.22999572753906,233.47000122070312,230.80999755859375,232.4499969482422,1027700
2023-02-03,STZ,231.66000366210938,231.66000366210938,228.33999633789062,230.82000732421875,1061300
2023-02-06,STZ,229.9499969482422,232.22000122070312,229.8300018310547,231.99000549316406,915400
2023-02-07,STZ,229.3000030517578,230.91000366210938,228.55999755859375,230.2899932861328,1297500
2023-02-08,STZ,229.97000122070312,231.52000427246094,228.99000549316406,230.1300048828125,1529700
2023-02-09,STZ,232.32000732421875,232.32000732421875,225.4199981689453,226.8800048828125,2021100
2023-02-10,STZ,226.88999938964844,228.77999877929688,225.47999572753906,228.3000030517578,747600
2023-02-13,STZ,228.4499969482422,229.27000427246094,227.16000366210938,228.5399932861328,871500
2023-02-14,STZ,228.1300048828125,228.1300048828125,224.61000061035156,225.75,931300
2023-02-15,STZ,225.1300048828125,225.14999389648438,222.2899932861328,224.8800048828125,1249000
2023-02-16,STZ,222.13999938964844,228.2100067138672,222.13999938964844,227.25999450683594,1318800
2023-02-17,STZ,227.72000122070312,229.08999633789062,226.25999450683594,226.8000030517578,1027600
2023-02-21,STZ,226.77000427246094,227.2100067138672,222.74000549316406,223.11000061035156,1051900
2023-02-22,STZ,224.05999755859375,224.0800018310547,221.57000732421875,222.1199951171875,1092200
2023-02-23,STZ,222.47000122070312,226.9600067138672,221.75,225.60000610351562,979700
2023-02-24,STZ,224.5,224.66000366210938,222.75,224.08999633789062,702900
2023-02-27,STZ,225.60000610351562,226.83999633789062,223.85000610351562,224.69000244140625,608200
2023-02-28,STZ,224.00999450683594,225.61000061035156,223.64999389648438,223.6999969482422,1136900
2023-03-01,STZ,222.47000122070312,223.4600067138672,217.4600067138672,219.6999969482422,861100
2023-03-02,STZ,219.41000366210938,222.2899932861328,218.88999938964844,221.74000549316406,735000
2023-03-03,STZ,222.2899932861328,223.94000244140625,220.97999572753906,223.25,723100
2023-03-06,STZ,221.77000427246094,222.8699951171875,220.49000549316406,220.5399932861328,829200
2023-03-07,STZ,220.55999755859375,221.3000030517578,219.08999633789062,219.22000122070312,806600
2023-03-08,STZ,218.7100067138672,220.25,217.5500030517578,219.3000030517578,968900
2023-03-09,STZ,220.83999633789062,221.0,215.10000610351562,215.8000030517578,870800
2023-03-10,STZ,215.7899932861328,216.19000244140625,211.08999633789062,212.0,1303000
2023-03-13,STZ,211.99000549316406,213.8699951171875,210.3300018310547,211.0,1929400
2023-03-14,STZ,213.8800048828125,215.67999267578125,212.57000732421875,215.0500030517578,1294900
2023-03-15,STZ,212.77000427246094,216.25,212.6999969482422,216.02999877929688,1009800
2023-03-16,STZ,214.10000610351562,217.14999389648438,213.57000732421875,215.64999389648438,854100
2023-03-17,STZ,215.0,215.0,210.14999389648438,210.89999389648438,2607700
2023-03-20,STZ,211.7899932861328,216.14999389648438,211.47999572753906,215.39999389648438,1134700
2023-03-21,STZ,215.9499969482422,216.5399932861328,213.8800048828125,216.1699981689453,912900
2023-03-22,STZ,216.22000122070312,218.0,214.1199951171875,214.13999938964844,712200
2023-03-23,STZ,213.6699981689453,216.11000061035156,213.6699981689453,214.99000549316406,918800
2023-03-24,STZ,216.1699981689453,218.69000244140625,214.6699981689453,217.9499969482422,935600
2023-03-27,STZ,219.35000610351562,220.44000244140625,218.8000030517578,219.49000549316406,837200
2023-03-28,STZ,219.30999755859375,220.75999450683594,219.24000549316406,219.27999877929688,721600
2023-03-29,STZ,220.66000366210938,223.77000427246094,220.4499969482422,223.67999267578125,860800
2023-03-30,STZ,224.85000610351562,225.89999389648438,223.63999938964844,224.91000366210938,1280100
2023-03-31,STZ,226.99000549316406,227.0,224.63999938964844,225.88999938964844,1244400
2023-04-03,STZ,226.0,227.42999267578125,224.77000427246094,225.4199981689453,1171200
2023-04-04,STZ,225.2899932861328,226.99000549316406,217.0500030517578,218.22999572753906,2697900
2023-04-05,STZ,220.13999938964844,221.88999938964844,218.10000610351562,221.44000244140625,1520700
2023-04-06,STZ,224.0,226.5,221.00999450683594,224.63999938964844,2027800
2023-04-10,STZ,225.9499969482422,226.6999969482422,223.0399932861328,224.60000610351562,1713500
2023-04-11,STZ,224.07000732421875,229.94000244140625,224.07000732421875,228.16000366210938,1259400
2023-04-12,STZ,228.05999755859375,228.5500030517578,226.19000244140625,226.4199981689453,1059400
2023-04-13,STZ,226.32000732421875,227.0500030517578,225.13999938964844,226.1999969482422,1012600
2023-04-14,STZ,225.77000427246094,228.63999938964844,225.05999755859375,228.22999572753906,1302600
2023-04-17,STZ,228.67999267578125,229.74000549316406,226.25999450683594,229.67999267578125,1054600
2023-04-18,STZ,229.61000061035156,229.72999572753906,223.52000427246094,227.35000610351562,1207600
2023-04-19,STZ,227.5,228.14999389648438,226.30999755859375,227.8699951171875,743500
2023-04-20,STZ,227.5,228.72000122070312,226.00999450683594,226.9499969482422,728200
2023-04-21,STZ,228.3000030517578,228.72000122070312,225.47999572753906,226.44000244140625,609900
2023-04-24,STZ,226.89999389648438,227.3000030517578,223.39999389648438,224.3800048828125,826700
2023-04-25,STZ,224.36000061035156,227.33999633789062,223.94000244140625,226.52999877929688,573600
2023-04-26,STZ,225.5500030517578,227.0399932861328,225.0,225.44000244140625,497500
2023-04-27,STZ,225.16000366210938,229.1199951171875,224.00999450683594,228.55999755859375,878600
2023-04-28,STZ,227.75,229.47000122070312,226.14999389648438,229.47000122070312,695300
2023-05-01,STZ,228.77999877929688,231.5,228.41000366210938,230.22999572753906,970400
2023-05-02,STZ,229.47999572753906,230.1699981689453,225.92999267578125,228.55999755859375,1038900
2023-05-03,STZ,229.27999877929688,229.64999389648438,225.22999572753906,225.5,988300
2023-05-04,STZ,225.49000549316406,225.6699981689453,221.80999755859375,222.41000366210938,1041800
2023-05-05,STZ,222.50999450683594,223.52000427246094,221.8800048828125,223.44000244140625,1063900
2023-05-08,STZ,222.6999969482422,228.75999450683594,222.4499969482422,228.1999969482422,1221600
2023-05-09,STZ,227.55999755859375,228.8800048828125,225.44000244140625,225.4600067138672,747900
2023-05-10,STZ,225.94000244140625,227.11000061035156,224.72000122070312,226.19000244140625,672300
2023-05-11,STZ,223.44000244140625,225.0500030517578,223.00999450683594,224.8699951171875,1772000
2023-05-12,STZ,224.61000061035156,228.0500030517578,223.4600067138672,227.75,970000
2023-05-15,STZ,229.27999877929688,230.35000610351562,227.38999938964844,230.3300018310547,1334300
2023-05-16,STZ,230.19000244140625,230.19000244140625,226.1699981689453,226.69000244140625,1249600
2023-05-17,STZ,226.39999389648438,231.5399932861328,225.4600067138672,230.72000122070312,1359300
2023-05-18,STZ,230.50999450683594,232.97000122070312,229.69000244140625,232.14999389648438,1487500
2023-05-19,STZ,233.3800048828125,236.08999633789062,233.0,235.2899932861328,1365500
2023-05-22,STZ,235.6199951171875,236.97999572753906,234.9499969482422,235.4600067138672,1715600
2023-05-23,STZ,235.0,237.82000732421875,234.16000366210938,235.91000366210938,1289600
2023-05-24,STZ,236.3800048828125,236.3800048828125,232.19000244140625,232.3000030517578,1187300
2023-05-25,STZ,231.3300018310547,233.0800018310547,228.4600067138672,232.13999938964844,1206400
2023-05-26,STZ,232.52000427246094,234.27999877929688,231.77000427246094,232.8800048828125,881500
2023-05-30,STZ,236.91000366210938,238.5500030517578,235.4199981689453,237.05999755859375,1591200
2023-05-31,STZ,237.5,243.66000366210938,237.3000030517578,242.97000122070312,2051300
2023-06-01,STZ,242.24000549316406,243.17999267578125,241.2100067138672,242.6999969482422,1178800
2023-06-02,STZ,243.25,246.41000366210938,243.00999450683594,245.4199981689453,1065300
2023-06-05,STZ,245.10000610351562,246.7100067138672,243.52999877929688,244.1699981689453,946900
2023-06-06,STZ,248.42999267578125,248.42999267578125,241.86000061035156,242.5,1158700
2023-06-07,STZ,241.52999877929688,244.07000732421875,239.69000244140625,243.32000732421875,1012300
2023-06-08,STZ,243.44000244140625,245.14999389648438,242.4199981689453,244.41000366210938,731600
2023-06-09,STZ,243.6699981689453,244.5500030517578,241.42999267578125,241.61000061035156,983800
2023-06-12,STZ,242.0800018310547,244.58999633789062,241.2899932861328,244.44000244140625,928600
2023-06-13,STZ,244.0,247.72999572753906,243.3300018310547,247.41000366210938,1239800
2023-06-14,STZ,247.57000732421875,248.1199951171875,245.85000610351562,247.00999450683594,1112800
2023-06-15,STZ,247.94000244140625,250.13999938964844,247.5800018310547,249.19000244140625,1125600
2023-06-16,STZ,249.99000549316406,249.99000549316406,245.4600067138672,246.02999877929688,1504800
2023-06-20,STZ,245.86000061035156,246.9499969482422,243.6300048828125,243.74000549316406,880100
2023-06-21,STZ,243.72999572753906,246.72999572753906,242.47999572753906,246.27999877929688,987700
2023-06-22,STZ,247.38999938964844,247.75999450683594,243.49000549316406,245.27000427246094,776500
2023-06-23,STZ,245.27000427246094,245.6199951171875,241.41000366210938,242.3800048828125,1028000
2023-06-26,STZ,242.52000427246094,242.52000427246094,240.25999450683594,242.4199981689453,743800
2023-06-27,STZ,242.77000427246094,247.44000244140625,242.0500030517578,246.99000549316406,935000
2023-06-28,STZ,246.13999938964844,247.52999877929688,244.22999572753906,246.77999877929688,928100
2023-06-29,STZ,246.86000061035156,248.4600067138672,246.02000427246094,246.85000610351562,1148900
2023-06-30,STZ,242.0500030517578,248.52999877929688,238.0,246.1300048828125,2903100
